id,name,address,capacity,price
306,從前從前劇本館,台灣臺中市西屯區 市政北二路282號 20 樓之 3,8 人,500
307,緯育股份有限公司附設中壢職訓中心,台灣臺中市西屯區 市政北二路282號 20 樓之 3,56 人,1400
308,PiBo Space,台灣臺中市西屯區 市政北二路282號 20 樓之 3,14 人,850
309,城理顧問股份有限公司,台灣臺中市西屯區 市政北二路282號 20 樓之 3,300 人,7500
310,Create Cafe 創造咖啡店,台灣臺中市西屯區 市政北二路282號 20 樓之 3,40 人,3000
311,盈泰物業管理顧問有限公司,台灣新北市板橋區 中正路176號 3 樓,10 人,300
312,喜滿客影城【絕色店】,台灣新北市板橋區 中正路176號 3 樓,6 人,1500
313,GO GYM 健身俱樂部,台灣新北市板橋區 中正路176號 3 樓,12 人,1000
314,EnJoin' x JECHO,台灣新北市板橋區 中正路176號 3 樓,16 人,1300
315,WEIBO商務共享空間,台灣新北市板橋區 中正路176號 3 樓,48 人,800
316,Refine13_coffee,台灣新北市板橋區 中正路176號 3 樓,20 人,2500
317,GO GYM 健身俱樂部,台灣新北市板橋區 中正路176號 3 樓,35 人,2000
318,日日輕居系統傢居,台灣新北市板橋區 中正路176號 3 樓,10 人,700
319,相癒心理諮商所,台灣新北市板橋區 中正路176號 3 樓,4 人,350
320,相癒心理諮商所,台灣新北市板橋區 中正路176號 3 樓,6 人,350
321,相癒心理諮商所,台灣臺中市北區 太原八街110號,10 人,400
322,相癒心理諮商所,台灣臺中市北區 太原八街110號,30 人,800
323,JustCo Taiwan,台灣臺中市北區 太原八街110號,4 人,1365
324,信己有限公司,台灣臺中市北區 太原八街110號,40 人,500
325,信己有限公司,台灣臺中市北區 太原八街110號,15 人,300
326,信己有限公司,台灣臺中市北區 太原八街110號,40 人,500
327,城理顧問股份有限公司,台灣臺中市北區 太原八街110號,190 人,20000
328,城理顧問股份有限公司,台灣臺中市北區 太原八街110號,170 人,20000
329,城理顧問股份有限公司,台灣臺中市北區 太原八街110號,25 人,6000
330,誠品生活武昌店,台灣臺中市北區 太原八街110號,35 人,40000
331,凱娜共享工作室,台灣新北市板橋區 中山路一段129號（樓下店面為出入口） 2 樓,15 人,350
332,葉卷雪茄吧,台灣新北市板橋區 中山路一段129號（樓下店面為出入口） 2 樓,15 人,2000
333,ThERE,台灣新北市板橋區 中山路一段129號（樓下店面為出入口） 2 樓,40 人,3150
334,金鋒山商務中心站前館,台灣新北市板橋區 中山路一段129號（樓下店面為出入口） 2 樓,4 人,200
335,樂客共享空間,台灣新北市板橋區 中山路一段129號（樓下店面為出入口） 2 樓,4 人,200
336,樂客共享空間,台灣新北市板橋區 中山路一段129號（樓下店面為出入口） 2 樓,120 人,2400
337,亞馬遜租借會館,台灣新北市板橋區 中山路一段129號（樓下店面為出入口） 2 樓,15 人,700
338,亞馬遜租借會館,台灣新北市板橋區 中山路一段129號（樓下店面為出入口） 2 樓,60 人,4800
339,亞馬遜租借會館,台灣新北市板橋區 中山路一段129號（樓下店面為出入口） 2 樓,30 人,1050
340,iTinney聽儷科技股份有限公司,台灣新北市板橋區 中山路一段129號（樓下店面為出入口） 2 樓,8 人,800
341,樂客共享空間,台灣臺中市南區 五權南路167號地下 1 樓之 6,120 人,2400
342,亞馬遜租借會館,台灣臺中市南區 五權南路167號地下 1 樓之 6,15 人,700
343,亞馬遜租借會館,台灣臺中市南區 五權南路167號地下 1 樓之 6,60 人,4800
344,亞馬遜租借會館,台灣臺中市南區 五權南路167號地下 1 樓之 6,30 人,1050
345,iTinney聽儷科技股份有限公司,台灣臺中市南區 五權南路167號地下 1 樓之 6,8 人,800
346,大道咖啡 Avenue Cafe,台灣臺中市南區 五權南路167號地下 1 樓之 6,150 人,1000
347,艾客發國際有限公司,台灣臺中市南區 五權南路167號地下 1 樓之 6,30 人,2500
348,金鋒山商務中心站前館,台灣臺中市南區 五權南路167號地下 1 樓之 6,15 人,480
349,金鋒山商務中心站前館,台灣臺中市南區 五權南路167號地下 1 樓之 6,1 人,200
350,HOWSHOW共享空間,台灣臺中市南區 五權南路167號地下 1 樓之 6,8 人,380
351,HOWSHOW共享空間,台灣桃園市中壢區 中央西路一段1號4樓 4 樓 小型面談 室,4 人,180
352,HOWSHOW共享空間,台灣桃園市中壢區 中央西路一段1號4樓 4 樓 小型面談 室,1 人,100
353,豐揚資產管理有限公司,台灣桃園市中壢區 中央西路一段1號4樓 4 樓 小型面談 室,20 人,4000
354,喬陽出租空間,台灣桃園市中壢區 中央西路一段1號4樓 4 樓 小型面談 室,45 人,1000
355,閣樓 AtticRoom,台灣桃園市中壢區 中央西路一段1號4樓 4 樓 小型面談 室,30 人,400
356,善鈺實業有限公司,台灣桃園市中壢區 中央西路一段1號4樓 4 樓 小型面談 室,100 人,3500
357,The M,台灣桃園市中壢區 中央西路一段1號4樓 4 樓 小型面談 室,10 人,1000
358,TGH 攀登社,台灣桃園市中壢區 中央西路一段1號4樓 4 樓 小型面談 室,25 人,400
359,臺南市立游泳池,台灣桃園市中壢區 中央西路一段1號4樓 4 樓 小型面談 室,15 人,300
360,豪所在,台灣桃園市中壢區 中央西路一段1號4樓 4 樓 小型面談 室,50 人,1200
361,篤行生活股份有限公司,台灣臺中市中區 篤行路13-19號 (2-4F) 2 樓,50 人,1000
362,貓領事館,台灣臺中市中區 篤行路13-19號 (2-4F) 2 樓,26 人,1000
363,貓領事館,台灣臺中市中區 篤行路13-19號 (2-4F) 2 樓,26 人,500
364,環時好室,台灣臺中市中區 篤行路13-19號 (2-4F) 2 樓,30 人,1700
365,菲比教室,台灣臺中市中區 篤行路13-19號 (2-4F) 2 樓,30 人,700
366,火山口 Crater Lounge,台灣臺中市中區 篤行路13-19號 (2-4F) 2 樓,40 人,1333
367,深思國際文化,台灣臺中市中區 篤行路13-19號 (2-4F) 2 樓,20 人,450
368,深思國際文化,台灣臺中市中區 篤行路13-19號 (2-4F) 2 樓,20 人,600
369,品空間,台灣臺中市中區 篤行路13-19號 (2-4F) 2 樓,35 人,2000
370,sunple攝影棚空間出租,台灣臺中市中區 篤行路13-19號 (2-4F) 2 樓,6 人,800
371,長春國際青年商會,台灣臺北市中山區 建國北路三段26號 4 樓,40 人,450
372,艾加二影像行銷有限公司,台灣臺北市中山區 建國北路三段26號 4 樓,10 人,500
373,微資有限公司,台灣臺北市中山區 建國北路三段26號 4 樓,20 人,800
374,JR場地教室租借,台灣臺北市中山區 建國北路三段26號 4 樓,200 人,5800
375,FASER Taipei,台灣臺北市中山區 建國北路三段26號 4 樓,100 人,8000
376,旭晟國際商務中心,台灣臺北市中山區 建國北路三段26號 4 樓,12 人,200
377,三元及第-台南班,台灣臺北市中山區 建國北路三段26號 4 樓,90 人,800
378,心享世澄股份有限公司,台灣臺北市中山區 建國北路三段26號 4 樓,43 人,650
379,上古國際藝術,台灣臺北市中山區 建國北路三段26號 4 樓,50 人,3000
380,震大國際會議中心,台灣臺北市中山區 建國北路三段26號 4 樓,180 人,7000
381,震大國際會議中心,台灣臺中市梧棲區 築港路100號 2 樓 201 室,58 人,11200
382,震大國際會議中心,台灣臺中市梧棲區 築港路100號 2 樓 201 室,34 人,7000
383,震大國際會議中心,台灣臺中市梧棲區 築港路100號 2 樓 201 室,36 人,7000
384,震大國際會議中心,台灣臺中市梧棲區 築港路100號 2 樓 201 室,66 人,17500
385,震大國際會議中心,台灣臺中市梧棲區 築港路100號 2 樓 201 室,120 人,22400
386,震大國際會議中心,台灣臺中市梧棲區 築港路100號 2 樓 201 室,30 人,7000
387,震大國際會議中心,台灣臺中市梧棲區 築港路100號 2 樓 201 室,30 人,7000
388,Fish花藝教室,台灣臺中市梧棲區 築港路100號 2 樓 201 室,6 人,350
389,合和拾間,台灣臺中市梧棲區 築港路100號 2 樓 201 室,10 人,750
390,小船故事館,台灣臺中市梧棲區 築港路100號 2 樓 201 室,40 人,2000
391,桃知道文創生活廣場,台灣桃園市桃園區 桃園市桃園區南平路303號 2 樓,800 人,30000
392,筋輕鬆 筋膜放鬆按摩工作室,台灣桃園市桃園區 桃園市桃園區南平路303號 2 樓,7 人,250
393,百樂大廈管理委員會,台灣桃園市桃園區 桃園市桃園區南平路303號 2 樓,10 人,500
394,博思維商務空間,台灣桃園市桃園區 桃園市桃園區南平路303號 2 樓,30 人,315
395,After Atelier,台灣桃園市桃園區 桃園市桃園區南平路303號 2 樓,15 人,555
396,Olala Homes,台灣桃園市桃園區 桃園市桃園區南平路303號 2 樓,10 人,1000
397,三元及第文教機構(嘉義區),台灣桃園市桃園區 桃園市桃園區南平路303號 2 樓,60 人,1800
398,三元及第文教機構(嘉義區),台灣桃園市桃園區 桃園市桃園區南平路303號 2 樓,30 人,1600
399,誠遠國際商務中心,台灣桃園市桃園區 桃園市桃園區南平路303號 2 樓,70 人,10
400,富YES創新創業中心,台灣桃園市桃園區 桃園市桃園區南平路303號 2 樓,60 人,5000
401,睦月設計,台灣臺北市大同區 延平北路三段61巷36號 1 樓,5 人,1000
402,睦月設計,台灣臺北市大同區 延平北路三段61巷36號 1 樓,10 人,1500
403,留白計畫股份有限公司,台灣臺北市大同區 延平北路三段61巷36號 1 樓,30 人,3000
404,花甲1962-文化創業聚落,台灣臺北市大同區 延平北路三段61巷36號 1 樓,55 人,4500
405,T恤手造館,台灣臺北市大同區 延平北路三段61巷36號 1 樓,100 人,900
406,享玩桌遊－中壢中原店,台灣臺北市大同區 延平北路三段61巷36號 1 樓,50 人,1500
407,樂舒康有限公司,台灣臺北市大同區 延平北路三段61巷36號 1 樓,8 人,150
408,樂舒康有限公司,台灣臺北市大同區 延平北路三段61巷36號 1 樓,25 人,500
409,玖蒔玖house99,台灣臺北市大同區 延平北路三段61巷36號 1 樓,40 人,3500
410,磐石文創空間,台灣臺北市大同區 延平北路三段61巷36號 1 樓,40 人,350
411,智璽會所,台灣臺中市烏日區 三榮南路1號 4 樓 8 室,50 人,1600
412,愛說心理工作室,台灣臺中市烏日區 三榮南路1號 4 樓 8 室,30 人,1500
413,【巷子裡的魚】,台灣臺中市烏日區 三榮南路1號 4 樓 8 室,20 人,900
414,留白計畫股份有限公司,台灣臺中市烏日區 三榮南路1號 4 樓 8 室,60 人,5000
415,砌光室,台灣臺中市烏日區 三榮南路1號 4 樓 8 室,15 人,1200
416,D.LAB 商務空間,台灣臺中市烏日區 三榮南路1號 4 樓 8 室,40 人,10000
417,留白計畫股份有限公司,台灣臺中市烏日區 三榮南路1號 4 樓 8 室,30 人,3500
418,留白計畫股份有限公司,台灣臺中市烏日區 三榮南路1號 4 樓 8 室,60 人,4000
419,留白計畫股份有限公司,台灣臺中市烏日區 三榮南路1號 4 樓 8 室,50 人,4000
420,Stage咖啡維度聚所,台灣臺中市烏日區 三榮南路1號 4 樓 8 室,6 人,250
421,昇恆昌內湖旗艦店,台灣臺北市內湖區 金莊路129號 5 樓,200 人,5000
422,DreamMaker Hub 造夢基地共享空間-高雄凱旋館,台灣臺北市內湖區 金莊路129號 5 樓,40 人,600
423,角落桌遊X人生交換所,台灣臺北市內湖區 金莊路129號 5 樓,5 人,250
424,角落桌遊X人生交換所,台灣臺北市內湖區 金莊路129號 5 樓,8 人,400
425,角落桌遊X人生交換所,台灣臺北市內湖區 金莊路129號 5 樓,6 人,300
426,黑豆幫咖啡Bean Gang Cafe,台灣臺北市內湖區 金莊路129號 5 樓,35 人,1000
427,合樂音樂文理教室,台灣臺北市內湖區 金莊路129號 5 樓,2 人,100
428,魯克海斯有限公司,台灣臺北市內湖區 金莊路129號 5 樓,15 人,800
429,台中三元及第教室管理組,台灣臺北市內湖區 金莊路129號 5 樓,65 人,900
430,欣講堂,台灣臺北市內湖區 金莊路129號 5 樓,40 人,5000
431,Stage咖啡維度聚所,台灣臺北市中山區 中山北路一段73號 2 樓,12 人,2000
432,Stage咖啡維度聚所,台灣臺北市中山區 中山北路一段73號 2 樓,40 人,5000
433,朗朗愛閱基地,台灣臺北市中山區 中山北路一段73號 2 樓,35 人,1000
434,WE-club,台灣臺北市中山區 中山北路一段73號 2 樓,20 人,300
435,Sunny Side,台灣臺北市中山區 中山北路一段73號 2 樓,80 人,1000
436,老窖室空間出租管理平台,台灣臺北市中山區 中山北路一段73號 2 樓,80 人,4000
437,豐溢創富學苑,台灣臺北市中山區 中山北路一段73號 2 樓,30 人,1000
438,玉成隔壁,台灣臺北市中山區 中山北路一段73號 2 樓,150 人,3600
439,Olala Homes,台灣臺北市中山區 中山北路一段73號 2 樓,10 人,7500
440,Olala Homes,台灣臺北市中山區 中山北路一段73號 2 樓,10 人,7500
441,Olala Homes,台灣新北市板橋區 館前西路213巷7號 4 樓 1 室,10 人,7500
442,三元及第文教機構,台灣新北市板橋區 館前西路213巷7號 4 樓 1 室,100 人,1000
443,BigBoyRoom,台灣新北市板橋區 館前西路213巷7號 4 樓 1 室,20 人,2000
444,主婦聯盟環境保護基金會台中分事務所,台灣新北市板橋區 館前西路213巷7號 4 樓 1 室,40 人,1725
445,UNO ONCE,台灣新北市板橋區 館前西路213巷7號 4 樓 1 室,10 人,900
446,鼎合創意國際有限公司,台灣新北市板橋區 館前西路213巷7號 4 樓 1 室,20 人,4500
447,UNO ONCE,台灣新北市板橋區 館前西路213巷7號 4 樓 1 室,10 人,1500
448,迷錄影像製作LoStudio,台灣新北市板橋區 館前西路213巷7號 4 樓 1 室,6 人,200
449,迷錄影像製作LoStudio,台灣新北市板橋區 館前西路213巷7號 4 樓 1 室,8 人,250
450,三元及第文教機構,台灣新北市板橋區 館前西路213巷7號 4 樓 1 室,150 人,1200
451,好映故事廣告創意有限公司,台灣臺北市信義區 松德路36號 11 樓,30 人,800
452,嘉俬房 ＆ other Art things,台灣臺北市信義區 松德路36號 11 樓,50 人,900
453,美麗島站11號出口10秒鐘,台灣臺北市信義區 松德路36號 11 樓,60 人,3000
454,千島生活文化有限公司,台灣臺北市信義區 松德路36號 11 樓,10 人,500
455,Coffee Shock 飛行咖啡吧,台灣臺北市信義區 松德路36號 11 樓,15 人,2000
456,7ann8 舞蹈教室,台灣臺北市信義區 松德路36號 11 樓,22 人,700
457,月立方整合行銷有限公司,台灣臺北市信義區 松德路36號 11 樓,10 人,1000
458,雙子星鉅石陣,台灣臺北市信義區 松德路36號 11 樓,50 人,1200
459,墨匠所共創空間,台灣臺北市信義區 松德路36號 11 樓,20 人,3000
460,微光空間,台灣臺北市信義區 松德路36號 11 樓,20 人,350
461,康晟開發建設,台灣桃園市中壢區 內定里內定七街，十八街交界 1 樓,15 人,400
462,府都建設One+_All for kids,台灣桃園市中壢區 內定里內定七街，十八街交界 1 樓,160 人,3000
463,凱恩國際聯合商務中心有限公司,台灣桃園市中壢區 內定里內定七街，十八街交界 1 樓,8 人,600
464,狄克與我,台灣桃園市中壢區 內定里內定七街，十八街交界 1 樓,15 人,3000
465,粉絲奇蹟共享空間,台灣桃園市中壢區 內定里內定七街，十八街交界 1 樓,50 人,1500
466,社團法人中華心起點協會,台灣桃園市中壢區 內定里內定七街，十八街交界 1 樓,30 人,450
467,夢想空間-台南商務中心,台灣桃園市中壢區 內定里內定七街，十八街交界 1 樓,52 人,3900
468,夢想空間-台南商務中心,台灣桃園市中壢區 內定里內定七街，十八街交界 1 樓,51 人,3120
469,夢想空間-台南商務中心,台灣桃園市中壢區 內定里內定七街，十八街交界 1 樓,33 人,2600
470,夢想空間-台南商務中心,台灣桃園市中壢區 內定里內定七街，十八街交界 1 樓,28 人,2340
471,夢想空間-台南商務中心,台灣臺南市中西區 中正路240號 6 樓,33 人,2080
472,月立方整合行銷有限公司,台灣臺南市中西區 中正路240號 6 樓,5 人,800
473,月立方整合行銷有限公司,台灣臺南市中西區 中正路240號 6 樓,20 人,1500
474,高雄場地出租-神蹟奇室複合式商務空間,台灣臺南市中西區 中正路240號 6 樓,15 人,800
475,將將好。共享空間,台灣臺南市中西區 中正路240號 6 樓,70 人,1600
476,將將好。共享空間,台灣臺南市中西區 中正路240號 6 樓,40 人,1500
477,將將好。共享空間,台灣臺南市中西區 中正路240號 6 樓,10 人,800
478,Bouti Space,台灣臺南市中西區 中正路240號 6 樓,20 人,1500
479,Bouti Space,台灣臺南市中西區 中正路240號 6 樓,2 人,200
480,Bouti Space,台灣臺南市中西區 中正路240號 6 樓,4 人,400
481,Bouti Space,台灣臺北市中正區 重慶南路一段7號,6 人,600
482,MicMind Studio,台灣臺北市中正區 重慶南路一段7號,4 人,500
483,MicMind Studio,台灣臺北市中正區 重慶南路一段7號,3 人,600
484,MicMind Studio,台灣臺北市中正區 重慶南路一段7號,3 人,600
485,MicMind Studio,台灣臺北市中正區 重慶南路一段7號,4 人,700
486,MicMind Studio,台灣臺北市中正區 重慶南路一段7號,5 人,800
487,MicMind Studio,台灣臺北市中正區 重慶南路一段7號,8 人,900
488,水澐靝茶舖xMUMU,台灣臺北市中正區 重慶南路一段7號,12 人,800
489,板橋民權202共享空間 | 時租 | 會議室,台灣臺北市中正區 重慶南路一段7號,26 人,1050
490,水澐靝茶舖xMUMU,台灣臺北市中正區 重慶南路一段7號,16 人,1000
491,萊客廚房,台灣高雄市鳳山區 五甲二路242號(八方雲集旁) 1 樓,30 人,2400
492,臺中市影視發展基金會,台灣高雄市鳳山區 五甲二路242號(八方雲集旁) 1 樓,30 人,2500
493,臺中市影視發展基金會,台灣高雄市鳳山區 五甲二路242號(八方雲集旁) 1 樓,36 人,5500
494,費拉拉咖啡,台灣高雄市鳳山區 五甲二路242號(八方雲集旁) 1 樓,15 人,500
495,誠遠國際商務中心,台灣高雄市鳳山區 五甲二路242號(八方雲集旁) 1 樓,15 人,2000
496,管理部,台灣高雄市鳳山區 五甲二路242號(八方雲集旁) 1 樓,100 人,4000
497,皇家ntc商務中心,台灣高雄市鳳山區 五甲二路242號(八方雲集旁) 1 樓,15 人,500
498,欣宇音療中心,台灣高雄市鳳山區 五甲二路242號(八方雲集旁) 1 樓,40 人,1260
499,頭嵙859 景觀餐廳,台灣高雄市鳳山區 五甲二路242號(八方雲集旁) 1 樓,20 人,4500
500,中華全球人才職能培育發展協會,台灣高雄市鳳山區 五甲二路242號(八方雲集旁) 1 樓,30 人,1500
501,皇家ntc商務中心,台灣臺中市西屯區 朝馬七街1號 3 樓,15 人,700
502,皇家ntc商務中心,台灣臺中市西屯區 朝馬七街1號 3 樓,15 人,900
503,皇家ntc商務中心,台灣臺中市西屯區 朝馬七街1號 3 樓,6 人,300
504,騰久國際有限公司,台灣臺中市西屯區 朝馬七街1號 3 樓,30 人,150
505,好的運動 NiceSports 帕菲克運動基地,台灣臺中市西屯區 朝馬七街1號 3 樓,400 人,10000
506,亞地巿場研究顧問,台灣臺中市西屯區 朝馬七街1號 3 樓,14 人,1100
507,Queen7 舞蹈工作室,台灣臺中市西屯區 朝馬七街1號 3 樓,15 人,500
508,Mossy Lab,台灣臺中市西屯區 朝馬七街1號 3 樓,20 人,800
509,箏工坊KOTOMUSIC,台灣臺中市西屯區 朝馬七街1號 3 樓,10 人,200
510,上古國際藝術,台灣臺中市西屯區 朝馬七街1號 3 樓,50 人,2000
511,秘書店 Meet store,台灣嘉義市東區 中山路201號 3 樓,8 人,1495
512,秘書店 Meet store,台灣嘉義市東區 中山路201號 3 樓,10 人,1725
513,秘書店 Meet store,台灣嘉義市東區 中山路201號 3 樓,25 人,2875
514,秘書店 Meet store,台灣嘉義市東區 中山路201號 3 樓,80 人,7800
515,秘書店 Meet store,台灣嘉義市東區 中山路201號 3 樓,4 人,390
516,拿鐵健身工作室,台灣嘉義市東區 中山路201號 3 樓,10 人,2000
517,快點行銷有限公司,台灣嘉義市東區 中山路201號 3 樓,10 人,700
518,莎樂坊早午餐,台灣嘉義市東區 中山路201號 3 樓,20 人,600
519,快點行銷有限公司,台灣嘉義市東區 中山路201號 3 樓,6 人,450
520,快點行銷有限公司,台灣嘉義市東區 中山路201號 3 樓,6 人,450
521,Kris-Studio場地出租,台灣臺北市內湖區 新明路295巷一號 1 樓之 1,20 人,2500
522,KAO CUP COFFEE,台灣臺北市內湖區 新明路295巷一號 1 樓之 1,30 人,1000
523,嘉夢創意數位有限公司,台灣臺北市內湖區 新明路295巷一號 1 樓之 1,8 人,900
524,高大宜音樂教育中心 建國店,台灣臺北市內湖區 新明路295巷一號 1 樓之 1,25 人,250
525,CLUB零,台灣臺北市內湖區 新明路295巷一號 1 樓之 1,55 人,12500
526,挑食pickfood早午餐,台灣臺北市內湖區 新明路295巷一號 1 樓之 1,8 人,450
527,朝馬場地出租-全新裝修,台灣臺北市內湖區 新明路295巷一號 1 樓之 1,20 人,300
528,禾弦行銷,台灣臺北市內湖區 新明路295巷一號 1 樓之 1,6 人,250
529,成果行銷有限公司,台灣臺北市內湖區 新明路295巷一號 1 樓之 1,60 人,7875
530,成果行銷有限公司,台灣臺北市內湖區 新明路295巷一號 1 樓之 1,60 人,7875
531,乖獸廚房派對,台灣臺南市中西區 湖美二街62巷5號,20 人,1500
532,路易莎桂林店,台灣臺南市中西區 湖美二街62巷5號,50 人,3000
533,瑞彼兔空享空間,台灣臺南市中西區 湖美二街62巷5號,11 人,300
534,思博客商務中心,台灣臺南市中西區 湖美二街62巷5號,14 人,450
535,愛恩街舞學院,台灣臺南市中西區 湖美二街62巷5號,15 人,610
536,台南茶酒公司ＴＴＢＣ,台灣臺南市中西區 湖美二街62巷5號,10 人,1500
537,木作森活,台灣臺南市中西區 湖美二街62巷5號,20 人,1300
538,飛達集團,台灣臺南市中西區 湖美二街62巷5號,64 人,2800
539,快意管理顧問股份有限公司,台灣臺南市中西區 湖美二街62巷5號,100 人,800
540,大樹下音樂工作坊,台灣臺南市中西區 湖美二街62巷5號,30 人,2600
541,大樹下音樂工作坊,台灣臺中市南屯區 南屯路二段290號 4 樓,30 人,2600
542,Mini_space,台灣臺中市南屯區 南屯路二段290號 4 樓,20 人,300
543,喆寓房屋管理,台灣臺中市南屯區 南屯路二段290號 4 樓,10 人,500
544,馜享空間,台灣臺中市南屯區 南屯路二段290號 4 樓,15 人,600
545,美術館共享空間,台灣臺中市南屯區 南屯路二段290號 4 樓,20 人,2000
546,慕光生活,台灣臺中市南屯區 南屯路二段290號 4 樓,33 人,1000
547,HAO.SPACE,台灣臺中市南屯區 南屯路二段290號 4 樓,35 人,2500
548,戶戶工作室,台灣臺中市南屯區 南屯路二段290號 4 樓,25 人,330
549,馬賽克音樂故事屋,台灣臺中市南屯區 南屯路二段290號 4 樓,80 人,1000
550,日富空間,台灣臺中市南屯區 南屯路二段290號 4 樓,5 人,320
551,日富空間,台灣臺北市中正區 漢口街一段3號 7 樓,4 人,200
552,日富空間,台灣臺北市中正區 漢口街一段3號 7 樓,12 人,360
553,臺北記憶倉庫,台灣臺北市中正區 漢口街一段3號 7 樓,50 人,8400
554,日富空間,台灣臺北市中正區 漢口街一段3號 7 樓,6 人,225
555,日富空間,台灣臺北市中正區 漢口街一段3號 7 樓,12 人,400
556,日富空間,台灣臺北市中正區 漢口街一段3號 7 樓,2 人,120
557,FRIDA CHEN 時髦製造所,台灣臺北市中正區 漢口街一段3號 7 樓,20 人,1200
558,雁域文化中心,台灣臺北市中正區 漢口街一段3號 7 樓,30 人,550
559,蕭譯權,台灣臺北市中正區 漢口街一段3號 7 樓,6 人,324
560,藝術報國基地 Ars Association Base,台灣臺北市中正區 漢口街一段3號 7 樓,25 人,500
561,蕭譯權,台灣臺中市大里區 塗城路511號 2 樓 深療空間 室,6 人,315
562,蕭譯權,台灣臺中市大里區 塗城路511號 2 樓 深療空間 室,6 人,270
563,UArea,台灣臺中市大里區 塗城路511號 2 樓 深療空間 室,30 人,850
564,魔方小天地,台灣臺中市大里區 塗城路511號 2 樓 深療空間 室,30 人,300
565,朗朗愛閱基地,台灣臺中市大里區 塗城路511號 2 樓 深療空間 室,20 人,800
566,信仰體育,台灣臺中市大里區 塗城路511號 2 樓 深療空間 室,140 人,3000
567,凝聚力音樂娛樂,台灣臺中市大里區 塗城路511號 2 樓 深療空間 室,150 人,23300
568,凝聚力音樂娛樂,台灣臺中市大里區 塗城路511號 2 樓 深療空間 室,80 人,9500
569,凝聚力音樂娛樂,台灣臺中市大里區 塗城路511號 2 樓 深療空間 室,10 人,300
570,文羅創藝社,台灣臺中市大里區 塗城路511號 2 樓 深療空間 室,15 人,350
571,無礦-野茶‧僻靜之所,台灣新北市三峽區 圳頭119 之 1,40 人,4000
572,無礦-野茶‧僻靜之所,台灣新北市三峽區 圳頭119 之 1,50 人,4500
573,無礦-野茶‧僻靜之所,台灣新北市三峽區 圳頭119 之 1,50 人,5500
574,無礦-野茶‧僻靜之所,台灣新北市三峽區 圳頭119 之 1,60 人,4500
575,無礦-野茶‧僻靜之所,台灣新北市三峽區 圳頭119 之 1,100 人,7000
576,無礦-野茶‧僻靜之所,台灣新北市三峽區 圳頭119 之 1,150 人,11200
577,小型會議室出租,台灣新北市三峽區 圳頭119 之 1,30 人,3000
578,榮耀基金會,台灣新北市三峽區 圳頭119 之 1,45 人,10000
579,富爾捷企業有限公司,台灣新北市三峽區 圳頭119 之 1,150 人,5000
580,臺北表演藝術中心場地業務組,台灣新北市三峽區 圳頭119 之 1,100 人,10000
581,臺北表演藝術中心場地業務組,台灣臺北市士林區 劍潭路1號 11 樓,100 人,16000
582,台灣櫞詢股份有限公司,台灣臺北市士林區 劍潭路1號 11 樓,16 人,1000
583,Art2咖啡館租借空間,台灣臺北市士林區 劍潭路1號 11 樓,30 人,1500
584,台北鬧中取靜之溫馨小棧,台灣臺北市士林區 劍潭路1號 11 樓,8 人,400
585,駿斯運動事業股份有限公司,台灣臺北市士林區 劍潭路1號 11 樓,25 人,2000
586,環亞國際商務中心,台灣臺北市士林區 劍潭路1號 11 樓,8 人,1200
587,環亞國際商務中心,台灣臺北市士林區 劍潭路1號 11 樓,9 人,1200
588,環亞國際商務中心,台灣臺北市士林區 劍潭路1號 11 樓,5 人,500
589,環亞國際商務中心,台灣臺北市士林區 劍潭路1號 11 樓,40 人,4000
590,環亞國際商務中心,台灣臺北市士林區 劍潭路1號 11 樓,8 人,1800
591,MUCHA穆夏空間租借,台灣臺南市安平區 光州二街142號 2 樓,50 人,500
592,頭城烏石港姆卡室內草皮空間,台灣臺南市安平區 光州二街142號 2 樓,15 人,1300
593,不小心創作社,台灣臺南市安平區 光州二街142號 2 樓,20 人,450
594,食樂好事PLUS,台灣臺南市安平區 光州二街142號 2 樓,120 人,1400
595,MRT文創 古亭6號空間,台灣臺南市安平區 光州二街142號 2 樓,16 人,450
596,MRT文創 古亭6號空間,台灣臺南市安平區 光州二街142號 2 樓,19 人,450
597,澔享會議中心,台灣臺南市安平區 光州二街142號 2 樓,50 人,6500
598,JAM18共享空間,台灣臺南市安平區 光州二街142號 2 樓,12 人,600
599,JAM18共享空間,台灣臺南市安平區 光州二街142號 2 樓,3 人,800
600,木蘭回家文創藝術沙龍,台灣臺南市安平區 光州二街142號 2 樓,30 人,5000
601,黑熊學院教室租借處,台灣臺北市中正區 武昌街一段18號 3 樓,60 人,2000
602,延平路二段324號,台灣臺北市中正區 武昌街一段18號 3 樓,40 人,500
603,築夢工場生態農場,台灣臺北市中正區 武昌街一段18號 3 樓,200 人,4000
604,信二家廚 Shinji Living,台灣臺北市中正區 武昌街一段18號 3 樓,30 人,1000
605,捌月商務中心,台灣臺北市中正區 武昌街一段18號 3 樓,8 人,1000
606,盈泰物業管理顧問有限公司,台灣臺北市中正區 武昌街一段18號 3 樓,30 人,400
607,宅zài風格生活,台灣臺北市中正區 武昌街一段18號 3 樓,25 人,1000
608,&PaRK,台灣臺北市中正區 武昌街一段18號 3 樓,40 人,700
609,HER SPACE空間出租,台灣臺北市中正區 武昌街一段18號 3 樓,20 人,3200
610,浩室物業有限公司,台灣臺北市中正區 武昌街一段18號 3 樓,8 人,2000
